order_id,order_date,customer_id,customer_segment,sales_channel,region,product_id,category,product_name,unit_price,quantity,discount_pct,revenue,inventory_on_hand,reorder_level,inventory_status,month,first_purchase_date,customer_tenure_days,is_repeat_customer,avg_unit_revenue
O50682,2025-08-02,C10327,VIP,Mobile App,South,P1004,Bottoms,Easy Trouser,116.0,1,0.0,116.0,114.0,79,Healthy,2025-08,2025-01-16,198,True,116.0
O50683,2025-02-28,C10148,New,Mobile App,Northeast,P1007,Outerwear,Layer Jacket,196.0,1,0.0,196.0,209.0,40,Healthy,2025-02,2025-01-22,37,True,196.0
O50684,2025-01-11,C10207,New,Paid Social,Northeast,P1005,Bottoms,Weekend Skirt,109.0,1,0.0,109.0,169.0,41,Healthy,2025-01,2025-01-11,0,False,109.0
O50684,2025-01-11,C10207,New,Paid Social,Northeast,P1002,Tops,Everyday Shirt,71.0,2,0.0,142.0,116.0,67,Healthy,2025-01,2025-01-11,0,False,71.0
O50685,2025-03-29,C10166,New,Web,Northeast,P1011,Dresses,Travel Dress,141.0,2,0.0,282.0,102.0,77,Healthy,2025-03,2025-01-29,59,True,141.0
O50686,2025-11-13,C10410,Repeat,Web,South,P1009,Dresses,Wrap Dress,160.0,2,0.05,304.0,163.0,40,Healthy,2025-11,2025-08-26,79,True,152.0
O50687,2025-12-20,C10235,Repeat,Mobile App,West,P1001,Tops,Air Tunic,62.0,2,0.0,124.0,212.0,72,Healthy,2025-12,2025-02-09,314,True,62.0
O50688,2025-02-15,C10185,Repeat,Mobile App,South,P1005,Bottoms,Weekend Skirt,109.0,1,0.15,92.65,168.0,41,Healthy,2025-02,2025-01-10,36,True,92.65
O50688,2025-02-15,C10185,Repeat,Mobile App,South,P1001,Tops,Air Tunic,62.0,2,0.05,117.8,210.0,72,Healthy,2025-02,2025-01-10,36,True,58.9
O50689,2025-02-24,C10223,VIP,Mobile App,South,P1000,Tops,Classic Tee,78.0,3,0.0,234.0,162.0,49,Healthy,2025-02,2025-01-01,54,True,78.0
O50689,2025-02-24,C10223,VIP,Mobile App,South,P1012,Loungewear,Soft Set,84.24,2,0.0,168.48,272.0,81,Healthy,2025-02,2025-01-01,54,True,84.24
O50690,2025-08-12,C10124,VIP,Mobile App,South,P1011,Dresses,Travel Dress,141.0,2,0.1,253.8,100.0,77,Healthy,2025-08,2025-01-17,207,True,126.9
O50690,2025-08-12,C10124,VIP,Mobile App,South,P1009,Dresses,Wrap Dress,160.0,1,0.0,160.0,162.0,40,Healthy,2025-08,2025-01-17,207,True,160.0
O50691,2025-07-25,C10301,VIP,Paid Social,South,P1010,Dresses,Shift Dress,159.04,1,0.05,151.09,241.0,75,Healthy,2025-07,2025-06-15,40,True,151.09
O50692,2025-02-10,C10268,Repeat,Email Campaign,Northeast,P1013,Loungewear,Relaxed Jogger,91.8,2,0.1,165.24,307.0,79,Healthy,2025-02,2025-02-10,0,False,82.62
O50692,2025-02-10,C10268,Repeat,Email Campaign,Northeast,P1000,Tops,Classic Tee,78.0,1,0.1,70.2,161.0,49,Healthy,2025-02,2025-02-10,0,False,70.2
O50693,2025-06-08,C10202,Repeat,Paid Social,West,P1008,Outerwear,Transit Coat,218.0,1,0.0,218.0,302.0,47,Healthy,2025-06,2025-06-08,0,False,218.0
O50694,2025-06-23,C10381,Repeat,Paid Social,Midwest,P1003,Bottoms,Tailored Pant,89.0,2,0.15,151.3,309.0,61,Healthy,2025-06,2025-02-02,141,True,75.65
O50695,2025-06-20,C10113,Repeat,Mobile App,West,P1001,Tops,Air Tunic,62.0,1,0.15,52.7,209.0,72,Healthy,2025-06,2025-04-13,68,True,52.7
O50695,2025-06-20,C10113,Repeat,Mobile App,West,P1014,Loungewear,Cozy Hoodie,117.0,1,0.0,117.0,245.0,49,Healthy,2025-06,2025-04-13,68,True,117.0
O50695,2025-06-20,C10113,Repeat,Mobile App,West,P1003,Bottoms,Tailored Pant,89.0,1,0.15,75.65,308.0,61,Healthy,2025-06,2025-04-13,68,True,75.65
O50696,2025-03-28,C10398,Repeat,Mobile App,Northeast,P1001,Tops,Air Tunic,62.0,3,0.05,176.7,206.0,72,Healthy,2025-03,2025-01-26,61,True,58.9
O50696,2025-03-28,C10398,Repeat,Mobile App,Northeast,P1003,Bottoms,Tailored Pant,89.0,1,0.1,80.1,307.0,61,Healthy,2025-03,2025-01-26,61,True,80.1
O50697,2025-09-19,C10039,Repeat,Web,West,P1000,Tops,Classic Tee,78.0,1,0.15,66.3,160.0,49,Healthy,2025-09,2025-06-01,110,True,66.3
O50698,2025-02-28,C10324,New,Web,South,P1011,Dresses,Travel Dress,141.0,2,0.0,282.0,98.0,77,Healthy,2025-02,2025-02-28,0,False,141.0
O50698,2025-02-28,C10324,New,Web,South,P1000,Tops,Classic Tee,78.0,3,0.05,222.3,157.0,49,Healthy,2025-02,2025-02-28,0,False,74.1
O50699,2025-09-19,C10271,Repeat,Organic Search,South,P1002,Tops,Everyday Shirt,71.0,1,0.0,71.0,115.0,67,Healthy,2025-09,2025-04-26,146,True,71.0
O50700,2025-06-28,C10099,VIP,Web,West,P1011,Dresses,Travel Dress,157.92,2,0.1,284.26,96.0,77,Healthy,2025-06,2025-06-28,0,False,142.13
O50701,2025-11-27,C10179,VIP,Web,Midwest,P1003,Bottoms,Tailored Pant,89.0,3,0.1,240.3,304.0,61,Healthy,2025-11,2025-06-06,174,True,80.1
O50702,2025-03-17,C10417,Repeat,Mobile App,South,P1001,Tops,Air Tunic,62.0,3,0.0,186.0,203.0,72,Healthy,2025-03,2025-01-09,67,True,62.0
O50703,2025-02-22,C10120,New,Organic Search,South,P1004,Bottoms,Easy Trouser,116.0,1,0.0,116.0,113.0,79,Healthy,2025-02,2025-02-22,0,False,116.0
O50704,2025-05-12,C10074,New,Mobile App,West,P1008,Outerwear,Transit Coat,218.0,3,0.1,588.6,299.0,47,Healthy,2025-05,2025-03-08,65,True,196.2
O50705,2025-03-30,C10101,Repeat,Mobile App,South,P1006,Outerwear,Commuter Blazer,150.0,1,0.2,120.0,319.0,51,Healthy,2025-03,2025-03-30,0,False,120.0
O50706,2025-03-20,C10308,New,Email Campaign,Northeast,P1009,Dresses,Wrap Dress,160.0,2,0.2,256.0,160.0,40,Healthy,2025-03,2025-02-24,24,True,128.0
O50706,2025-03-20,C10308,New,Email Campaign,Northeast,P1005,Bottoms,Weekend Skirt,109.0,2,0.15,185.3,166.0,41,Healthy,2025-03,2025-02-24,24,True,92.65
O50707,2025-12-02,C10389,Repeat,Paid Social,Midwest,P1007,Outerwear,Layer Jacket,227.36,1,0.1,204.62,208.0,40,Healthy,2025-12,2025-01-27,309,True,204.62
O50708,2025-04-01,C10038,New,Web,Midwest,P1010,Dresses,Shift Dress,159.04,1,0.15,135.18,240.0,75,Healthy,2025-04,2025-04-01,0,False,135.18
O50709,2025-11-18,C10395,VIP,Paid Social,South,P1003,Bottoms,Tailored Pant,89.0,1,0.05,84.55,303.0,61,Healthy,2025-11,2025-03-16,247,True,84.55
O50710,2025-08-26,C10252,Repeat,Mobile App,West,P1004,Bottoms,Easy Trouser,116.0,2,0.0,232.0,111.0,79,Healthy,2025-08,2025-03-01,178,True,116.0
O50711,2025-10-16,C10386,VIP,Organic Search,South,P1001,Tops,Air Tunic,62.0,1,0.0,62.0,202.0,72,Healthy,2025-10,2025-03-15,215,True,62.0
O50711,2025-10-16,C10386,VIP,Organic Search,South,P1002,Tops,Everyday Shirt,71.0,1,0.05,67.45,114.0,67,Healthy,2025-10,2025-03-15,215,True,67.45
O50712,2025-10-24,C10389,VIP,Email Campaign,South,P1010,Dresses,Shift Dress,142.0,1,0.1,127.8,239.0,75,Healthy,2025-10,2025-01-27,270,True,127.8
O50713,2025-12-15,C10229,VIP,Organic Search,South,P1010,Dresses,Shift Dress,142.0,1,0.1,127.8,238.0,75,Healthy,2025-12,2025-12-15,0,False,127.8
O50714,2025-11-26,C10289,VIP,Mobile App,Northeast,P1008,Outerwear,Transit Coat,252.88,2,0.2,404.61,297.0,47,Healthy,2025-11,2025-11-26,0,False,202.3
O50714,2025-11-26,C10289,VIP,Mobile App,Northeast,P1011,Dresses,Travel Dress,141.0,1,0.15,119.85,95.0,77,Healthy,2025-11,2025-11-26,0,False,119.85
O50715,2025-11-16,C10325,Repeat,Mobile App,West,P1010,Dresses,Shift Dress,142.0,1,0.05,134.9,237.0,75,Healthy,2025-11,2025-09-09,68,True,134.9
O50715,2025-11-16,C10325,Repeat,Mobile App,West,P1004,Bottoms,Easy Trouser,116.0,3,0.05,330.6,108.0,79,Healthy,2025-11,2025-09-09,68,True,110.2
O50715,2025-11-16,C10325,Repeat,Mobile App,West,P1000,Tops,Classic Tee,78.0,3,0.0,234.0,154.0,49,Healthy,2025-11,2025-09-09,68,True,78.0
O50716,2025-11-18,C10165,VIP,Paid Social,Midwest,P1006,Outerwear,Commuter Blazer,174.0,1,0.0,174.0,318.0,51,Healthy,2025-11,2025-05-08,194,True,174.0
O50717,2025-03-19,C10161,Repeat,Email Campaign,Northeast,P1010,Dresses,Shift Dress,142.0,3,0.15,362.1,234.0,75,Healthy,2025-03,2025-03-03,16,True,120.7
O50717,2025-03-19,C10161,Repeat,Email Campaign,Northeast,P1004,Bottoms,Easy Trouser,116.0,1,0.2,92.8,107.0,79,Healthy,2025-03,2025-03-03,16,True,92.8
O50718,2025-02-04,C10225,New,Email Campaign,Midwest,P1006,Outerwear,Commuter Blazer,150.0,1,0.1,135.0,317.0,51,Healthy,2025-02,2025-02-04,0,False,135.0
O50719,2025-08-15,C10240,New,Web,South,P1000,Tops,Classic Tee,78.0,1,0.0,78.0,153.0,49,Healthy,2025-08,2025-01-10,217,True,78.0
O50720,2025-06-05,C10323,VIP,Web,West,P1010,Dresses,Shift Dress,159.04,1,0.0,159.04,233.0,75,Healthy,2025-06,2025-06-05,0,False,159.04
O50721,2025-05-21,C10407,Repeat,Organic Search,West,P1004,Bottoms,Easy Trouser,116.0,1,0.1,104.4,106.0,79,Healthy,2025-05,2025-01-21,120,True,104.4
O50721,2025-05-21,C10407,Repeat,Organic Search,Unknown,P1007,Outerwear,Layer Jacket,196.0,1,0.0,196.0,207.0,40,Healthy,2025-05,2025-01-21,120,True,196.0
O50722,2025-01-29,C10302,New,Mobile App,West,P1011,Dresses,Travel Dress,141.0,2,0.1,253.8,93.0,77,Healthy,2025-01,2025-01-29,0,False,126.9
O50722,2025-01-29,C10302,New,Mobile App,West,P1013,Loungewear,Relaxed Jogger,91.8,1,0.05,87.21,306.0,79,Healthy,2025-01,2025-01-29,0,False,87.21
O50723,2025-09-17,C10180,VIP,Email Campaign,Northeast,P1004,Bottoms,Easy Trouser,116.0,1,0.1,104.4,105.0,79,Healthy,2025-09,2025-05-04,136,True,104.4
O50724,2025-06-08,C10037,Repeat,Web,West,P1010,Dresses,Shift Dress,159.04,1,0.05,151.09,232.0,75,Healthy,2025-06,2025-02-11,117,True,151.09
O50725,2025-08-20,C10236,VIP,Organic Search,Northeast,P1008,Outerwear,Transit Coat,218.0,1,0.05,207.1,296.0,47,Healthy,2025-08,2025-03-02,171,True,207.1
O50726,2025-01-30,C10019,New,Web,Midwest,P1013,Loungewear,Relaxed Jogger,91.8,1,0.1,82.62,305.0,79,Healthy,2025-01,2025-01-05,25,True,82.62
O50727,2025-05-27,C10188,Repeat,Web,West,P1009,Dresses,Wrap Dress,179.2,1,0.1,161.28,159.0,40,Healthy,2025-05,2025-05-27,0,False,161.28
O50728,2025-11-27,C10039,Repeat,Web,West,P1012,Loungewear,Soft Set,78.0,3,0.15,198.9,269.0,81,Healthy,2025-11,2025-06-01,179,True,66.3
O50729,2025-11-11,C10046,Repeat,Web,West,P1004,Bottoms,Easy Trouser,116.0,3,0.05,330.6,102.0,79,Healthy,2025-11,2025-02-13,271,True,110.2
O50730,2025-09-17,C10304,VIP,Organic Search,Northeast,P1002,Tops,Everyday Shirt,71.0,2,0.1,127.8,112.0,67,Healthy,2025-09,2025-09-17,0,False,63.9
O50731,2025-08-25,C10196,Repeat,Paid Social,West,P1001,Tops,Air Tunic,62.0,1,0.0,62.0,201.0,72,Healthy,2025-08,2025-04-08,139,True,62.0
O50731,2025-08-25,C10196,Repeat,Paid Social,West,P1004,Bottoms,Easy Trouser,116.0,1,0.0,116.0,101.0,79,Healthy,2025-08,2025-04-08,139,True,116.0
O50732,2025-10-11,C10297,Repeat,Mobile App,West,P1000,Tops,Classic Tee,78.0,1,0.0,78.0,152.0,49,Healthy,2025-10,2025-07-08,95,True,78.0
O50732,2025-10-11,C10297,Repeat,Mobile App,West,P1001,Tops,Air Tunic,62.0,2,0.05,117.8,199.0,72,Healthy,2025-10,2025-07-08,95,True,58.9
O50732,2025-10-11,C10297,Repeat,Mobile App,West,P1006,Outerwear,Commuter Blazer,174.0,1,0.05,165.3,316.0,51,Healthy,2025-10,2025-07-08,95,True,165.3
O50733,2025-01-22,C10405,New,Organic Search,Northeast,P1000,Tops,Classic Tee,78.0,3,0.05,222.3,149.0,49,Healthy,2025-01,2025-01-09,13,True,74.1
O50733,2025-01-22,C10405,New,Organic Search,Unknown,P1002,Tops,Everyday Shirt,71.0,1,0.05,67.45,111.0,67,Healthy,2025-01,2025-01-09,13,True,67.45
O50734,2025-10-20,C10230,VIP,Web,Northeast,P1006,Outerwear,Commuter Blazer,174.0,1,0.05,165.3,315.0,51,Healthy,2025-10,2025-02-22,240,True,165.3
O50735,2025-04-07,C10333,New,Paid Social,Unknown,P1014,Loungewear,Cozy Hoodie,117.0,4,0.0,468.0,241.0,49,Healthy,2025-04,2025-04-07,0,False,117.0
O50735,2025-04-07,C10333,New,Paid Social,West,P1002,Tops,Everyday Shirt,71.0,1,0.05,67.45,110.0,67,Healthy,2025-04,2025-04-07,0,False,67.45
O50735,2025-04-07,C10333,New,Paid Social,West,P1005,Bottoms,Weekend Skirt,109.0,2,0.15,185.3,164.0,41,Healthy,2025-04,2025-04-07,0,False,92.65
O50736,2025-11-06,C10164,VIP,Mobile App,Midwest,P1002,Tops,Everyday Shirt,71.0,2,0.05,134.9,108.0,67,Healthy,2025-11,2025-02-22,257,True,67.45
O50736,2025-11-06,C10164,VIP,Mobile App,Midwest,P1001,Tops,Air Tunic,62.0,1,0.05,58.9,198.0,72,Healthy,2025-11,2025-02-22,257,True,58.9
O50737,2025-09-14,C10243,Repeat,Paid Social,South,P1008,Outerwear,Transit Coat,252.88,3,0.2,606.91,293.0,47,Healthy,2025-09,2025-08-18,27,True,202.3
O50738,2025-02-01,C10077,New,Web,Northeast,P1000,Tops,Classic Tee,78.0,1,0.1,70.2,148.0,49,Healthy,2025-02,2025-02-01,0,False,70.2
O50739,2025-02-22,C10230,New,Web,Northeast,P1008,Outerwear,Transit Coat,218.0,1,0.0,218.0,292.0,47,Healthy,2025-02,2025-02-22,0,False,218.0
O50740,2025-06-25,C10415,New,Mobile App,Northeast,P1014,Loungewear,Cozy Hoodie,117.0,4,0.0,468.0,237.0,49,Healthy,2025-06,2025-03-08,109,True,117.0
O50741,2025-02-13,C10365,New,Email Campaign,West,P1008,Outerwear,Transit Coat,218.0,1,0.15,185.3,291.0,47,Healthy,2025-02,2025-02-13,0,False,185.3
O50741,2025-02-13,C10365,New,Email Campaign,West,P1011,Dresses,Travel Dress,141.0,1,0.15,119.85,92.0,77,Low Stock Risk,2025-02,2025-02-13,0,False,119.85
O50742,2025-11-27,C10258,VIP,Mobile App,West,P1006,Outerwear,Commuter Blazer,174.0,1,0.2,139.2,314.0,51,Healthy,2025-11,2025-04-14,227,True,139.2
O50743,2025-01-21,C10088,New,Mobile App,Northeast,P1004,Bottoms,Easy Trouser,116.0,1,0.0,116.0,100.0,79,Healthy,2025-01,2025-01-21,0,False,116.0
O50744,2025-12-29,C10126,VIP,Mobile App,West,P1012,Loungewear,Soft Set,84.24,2,0.0,168.48,267.0,81,Healthy,2025-12,2025-04-13,260,True,84.24
O50745,2025-08-13,C10224,VIP,Web,Northeast,P1000,Tops,Classic Tee,78.0,1,0.0,78.0,147.0,49,Healthy,2025-08,2025-02-11,183,True,78.0
O50746,2025-09-25,C10268,VIP,Mobile App,West,P1000,Tops,Classic Tee,78.0,1,0.0,78.0,146.0,49,Healthy,2025-09,2025-02-10,227,True,78.0
O50747,2025-03-23,C10312,VIP,Paid Social,Northeast,P1011,Dresses,Travel Dress,141.0,1,0.2,112.8,91.0,77,Low Stock Risk,2025-03,2025-02-20,31,True,112.8
O50748,2025-07-10,C10186,New,Mobile App,Midwest,P1003,Bottoms,Tailored Pant,89.0,1,0.2,71.2,302.0,61,Healthy,2025-07,2025-03-09,123,True,71.2
O50748,2025-07-10,C10186,New,Mobile App,Unknown,P1004,Bottoms,Easy Trouser,116.0,1,0.15,98.6,99.0,79,Healthy,2025-07,2025-03-09,123,True,98.6
O50748,2025-07-10,C10186,New,Mobile App,Midwest,P1012,Loungewear,Soft Set,78.0,1,0.05,74.1,266.0,81,Healthy,2025-07,2025-03-09,123,True,74.1
O50749,2025-07-18,C10144,Repeat,Paid Social,Midwest,P1008,Outerwear,Transit Coat,218.0,1,0.0,218.0,290.0,47,Healthy,2025-07,2025-06-02,46,True,218.0
O50749,2025-07-18,C10144,Repeat,Paid Social,Midwest,P1003,Bottoms,Tailored Pant,89.0,1,0.15,75.65,301.0,61,Healthy,2025-07,2025-06-02,46,True,75.65
O50750,2025-06-23,C10209,Repeat,Web,Northeast,P1006,Outerwear,Commuter Blazer,150.0,1,0.2,120.0,313.0,51,Healthy,2025-06,2025-03-01,114,True,120.0
O50750,2025-06-23,C10209,Repeat,Web,Northeast,P1013,Loungewear,Relaxed Jogger,85.0,3,0.1,229.5,302.0,79,Healthy,2025-06,2025-03-01,114,True,76.5
O50751,2025-11-03,C10347,New,Paid Social,West,P1006,Outerwear,Commuter Blazer,174.0,1,0.0,174.0,312.0,51,Healthy,2025-11,2025-07-17,109,True,174.0
O50752,2025-11-20,C10026,Repeat,Mobile App,Northeast,P1004,Bottoms,Easy Trouser,116.0,1,0.15,98.6,98.0,79,Healthy,2025-11,2025-02-21,272,True,98.6
O50752,2025-11-20,C10026,Repeat,Mobile App,Northeast,P1012,Loungewear,Soft Set,78.0,2,0.2,124.8,264.0,81,Healthy,2025-11,2025-02-21,272,True,62.4
O50753,2025-06-21,C10331,New,Web,South,P1006,Outerwear,Commuter Blazer,150.0,1,0.0,150.0,311.0,51,Healthy,2025-06,2025-03-18,95,True,150.0
O50753,2025-06-21,C10331,New,Web,South,P1001,Tops,Air Tunic,62.0,1,0.0,62.0,197.0,72,Healthy,2025-06,2025-03-18,95,True,62.0
O50754,2025-06-18,C10033,Repeat,Email Campaign,Midwest,P1009,Dresses,Wrap Dress,179.2,1,0.15,152.32,158.0,40,Healthy,2025-06,2025-06-18,0,False,152.32
O50755,2025-10-13,C10048,VIP,Mobile App,West,P1001,Tops,Air Tunic,62.0,2,0.0,124.0,195.0,72,Healthy,2025-10,2025-04-05,191,True,62.0
O50756,2025-07-17,C10347,New,Email Campaign,South,P1002,Tops,Everyday Shirt,71.0,3,0.2,170.4,105.0,67,Healthy,2025-07,2025-07-17,0,False,56.8
O50757,2025-05-10,C10145,VIP,Paid Social,Unknown,P1011,Dresses,Travel Dress,157.92,1,0.0,157.92,90.0,77,Low Stock Risk,2025-05,2025-02-10,89,True,157.92
O50758,2025-12-03,C10370,Repeat,Mobile App,West,P1006,Outerwear,Commuter Blazer,174.0,1,0.0,174.0,310.0,51,Healthy,2025-12,2025-01-12,325,True,174.0
O50759,2025-03-18,C10308,New,Email Campaign,Midwest,P1001,Tops,Air Tunic,62.0,1,0.15,52.7,194.0,72,Healthy,2025-03,2025-02-24,22,True,52.7
O50759,2025-03-18,C10308,New,Email Campaign,Midwest,P1007,Outerwear,Layer Jacket,196.0,1,0.1,176.4,206.0,40,Healthy,2025-03,2025-02-24,22,True,176.4
O50760,2025-02-11,C10170,New,Web,Midwest,P1001,Tops,Air Tunic,62.0,1,0.1,55.8,193.0,72,Healthy,2025-02,2025-02-11,0,False,55.8
O50760,2025-02-11,C10170,New,Web,Midwest,P1012,Loungewear,Soft Set,84.24,2,0.05,160.06,262.0,81,Healthy,2025-02,2025-02-11,0,False,80.03
O50760,2025-02-11,C10170,New,Web,Midwest,P1010,Dresses,Shift Dress,142.0,1,0.1,127.8,231.0,75,Healthy,2025-02,2025-02-11,0,False,127.8
O50761,2025-12-06,C10298,New,Web,Northeast,P1000,Tops,Classic Tee,78.0,1,0.1,70.2,145.0,49,Healthy,2025-12,2025-06-30,159,True,70.2
O50761,2025-12-06,C10298,New,Web,Northeast,P1005,Bottoms,Weekend Skirt,109.0,2,0.0,218.0,162.0,41,Healthy,2025-12,2025-06-30,159,True,109.0
O50762,2025-06-29,C10072,Repeat,Web,South,P1014,Loungewear,Cozy Hoodie,117.0,1,0.0,117.0,236.0,49,Healthy,2025-06,2025-02-19,130,True,117.0
O50763,2025-12-02,C10158,Repeat,Mobile App,West,P1010,Dresses,Shift Dress,142.0,1,0.0,142.0,230.0,75,Healthy,2025-12,2025-07-23,132,True,142.0
O50763,2025-12-02,C10158,Repeat,Mobile App,West,P1000,Tops,Classic Tee,78.0,1,0.2,62.4,144.0,49,Healthy,2025-12,2025-07-23,132,True,62.4
O50764,2025-12-06,C10357,Repeat,Organic Search,Unknown,P1005,Bottoms,Weekend Skirt,109.0,1,0.0,109.0,161.0,41,Healthy,2025-12,2025-03-06,275,True,109.0
O50765,2025-03-08,C10200,New,Paid Social,Northeast,P1013,Loungewear,Relaxed Jogger,85.0,2,0.15,144.5,300.0,79,Healthy,2025-03,2025-03-08,0,False,72.25
O50765,2025-03-08,C10200,New,Paid Social,Northeast,P1009,Dresses,Wrap Dress,160.0,1,0.0,160.0,157.0,40,Healthy,2025-03,2025-03-08,0,False,160.0
O50766,2025-12-29,C10304,Repeat,Web,West,P1004,Bottoms,Easy Trouser,116.0,1,0.1,104.4,97.0,79,Healthy,2025-12,2025-09-17,103,True,104.4
O50766,2025-12-29,C10304,Repeat,Web,West,P1002,Tops,Everyday Shirt,71.0,3,0.15,181.05,102.0,67,Healthy,2025-12,2025-09-17,103,True,60.35
O50767,2025-06-08,C10043,VIP,Mobile App,Northeast,P1012,Loungewear,Soft Set,78.0,1,0.05,74.1,261.0,81,Healthy,2025-06,2025-06-08,0,False,74.1
O50767,2025-06-08,C10043,VIP,Mobile App,Northeast,P1008,Outerwear,Transit Coat,218.0,1,0.1,196.2,289.0,47,Healthy,2025-06,2025-06-08,0,False,196.2
O50767,2025-06-08,C10043,VIP,Mobile App,Northeast,P1011,Dresses,Travel Dress,157.92,3,0.1,426.38,87.0,77,Low Stock Risk,2025-06,2025-06-08,0,False,142.13
O50768,2025-07-12,C10286,Repeat,Organic Search,Northeast,P1010,Dresses,Shift Dress,159.04,1,0.0,159.04,229.0,75,Healthy,2025-07,2025-05-21,52,True,159.04
O50768,2025-07-12,C10286,Repeat,Organic Search,Northeast,P1003,Bottoms,Tailored Pant,89.0,4,0.0,356.0,297.0,61,Healthy,2025-07,2025-05-21,52,True,89.0
O50769,2025-06-18,C10329,Repeat,Web,West,P1006,Outerwear,Commuter Blazer,150.0,1,0.1,135.0,309.0,51,Healthy,2025-06,2025-06-18,0,False,135.0
O50769,2025-06-18,C10329,Repeat,Web,West,P1012,Loungewear,Soft Set,78.0,3,0.1,210.6,258.0,81,Healthy,2025-06,2025-06-18,0,False,70.2
O50769,2025-06-18,C10329,Repeat,Web,West,P1005,Bottoms,Weekend Skirt,109.0,1,0.05,103.55,160.0,41,Healthy,2025-06,2025-06-18,0,False,103.55
O50770,2025-03-07,C10416,Repeat,Mobile App,Midwest,P1012,Loungewear,Soft Set,78.0,1,0.1,70.2,257.0,81,Healthy,2025-03,2025-03-07,0,False,70.2
O50770,2025-03-07,C10416,Repeat,Mobile App,Midwest,P1002,Tops,Everyday Shirt,71.0,2,0.15,120.7,100.0,67,Healthy,2025-03,2025-03-07,0,False,60.35
O50771,2025-12-26,C10343,Repeat,Web,Northeast,P1013,Loungewear,Relaxed Jogger,91.8,1,0.0,91.8,299.0,79,Healthy,2025-12,2025-02-23,306,True,91.8
O50772,2025-12-17,C10378,Repeat,Paid Social,West,P1013,Loungewear,Relaxed Jogger,91.8,2,0.05,174.42,297.0,79,Healthy,2025-12,2025-01-20,331,True,87.21
O50772,2025-12-17,C10378,Repeat,Paid Social,West,P1011,Dresses,Travel Dress,141.0,1,0.0,141.0,86.0,77,Low Stock Risk,2025-12,2025-01-20,331,True,141.0
O50772,2025-12-17,C10378,Repeat,Paid Social,West,P1003,Bottoms,Tailored Pant,89.0,3,0.1,240.3,294.0,61,Healthy,2025-12,2025-01-20,331,True,80.1
O50773,2025-02-17,C10269,New,Mobile App,South,P1014,Loungewear,Cozy Hoodie,126.36,2,0.0,252.72,234.0,49,Healthy,2025-02,2025-02-17,0,False,126.36
O50774,2025-12-10,C10330,Repeat,Email Campaign,Northeast,P1010,Dresses,Shift Dress,142.0,1,0.1,127.8,228.0,75,Healthy,2025-12,2025-01-31,313,True,127.8
O50774,2025-12-10,C10330,Repeat,Email Campaign,Northeast,P1007,Outerwear,Layer Jacket,227.36,1,0.1,204.62,205.0,40,Healthy,2025-12,2025-01-31,313,True,204.62
O50775,2025-09-18,C10216,VIP,Paid Social,Northeast,P1012,Loungewear,Soft Set,78.0,1,0.0,78.0,256.0,81,Healthy,2025-09,2025-09-18,0,False,78.0
O50775,2025-09-18,C10216,VIP,Paid Social,Northeast,P1011,Dresses,Travel Dress,141.0,1,0.2,112.8,85.0,77,Low Stock Risk,2025-09,2025-09-18,0,False,112.8
O50776,2025-01-10,C10185,New,Mobile App,South,P1008,Outerwear,Transit Coat,218.0,1,0.05,207.1,288.0,47,Healthy,2025-01,2025-01-10,0,False,207.1
O50777,2025-06-08,C10185,Repeat,Paid Social,South,P1007,Outerwear,Layer Jacket,196.0,1,0.0,196.0,204.0,40,Healthy,2025-06,2025-01-10,149,True,196.0
O50778,2025-04-20,C10092,New,Paid Social,Midwest,P1001,Tops,Air Tunic,62.0,1,0.0,62.0,192.0,72,Healthy,2025-04,2025-04-20,0,False,62.0
O50778,2025-04-20,C10092,New,Paid Social,Midwest,P1003,Bottoms,Tailored Pant,89.0,1,0.1,80.1,293.0,61,Healthy,2025-04,2025-04-20,0,False,80.1
O50779,2025-09-06,C10174,New,Paid Social,West,P1000,Tops,Classic Tee,78.0,1,0.1,70.2,143.0,49,Healthy,2025-09,2025-01-07,242,True,70.2
O50780,2025-04-26,C10098,Repeat,Mobile App,Midwest,P1010,Dresses,Shift Dress,159.04,3,0.0,477.12,225.0,75,Healthy,2025-04,2025-04-26,0,False,159.04
O50781,2025-03-21,C10070,New,Web,South,P1002,Tops,Everyday Shirt,71.0,3,0.0,213.0,97.0,67,Healthy,2025-03,2025-01-20,60,True,71.0
O50781,2025-03-21,C10070,New,Web,South,P1008,Outerwear,Transit Coat,218.0,1,0.0,218.0,287.0,47,Healthy,2025-03,2025-01-20,60,True,218.0
O50781,2025-03-21,C10070,New,Web,South,P1009,Dresses,Wrap Dress,160.0,1,0.15,136.0,156.0,40,Healthy,2025-03,2025-01-20,60,True,136.0
O50782,2025-06-01,C10039,Repeat,Paid Social,South,P1014,Loungewear,Cozy Hoodie,117.0,2,0.1,210.6,232.0,49,Healthy,2025-06,2025-06-01,0,False,105.3
O50783,2025-02-21,C10403,Repeat,Web,South,P1010,Dresses,Shift Dress,142.0,1,0.05,134.9,224.0,75,Healthy,2025-02,2025-02-11,10,True,134.9
O50784,2025-10-04,C10259,VIP,Web,Midwest,P1008,Outerwear,Transit Coat,252.88,1,0.15,214.95,286.0,47,Healthy,2025-10,2025-04-19,168,True,214.95
